"Name","Platform","Rank","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","metascore","userscore","date"
"Myth Makers: Orbs of Doom","Wii",12959,"2007","Puzzle","Popcorn Arcade",0.05,0,0,0,0.05,NA,NA,NA
"Myth Makers: Super Kart GP","Wii",15597,"2007","Racing","Popcorn Arcade",0.01,0,0,0,0.02,NA,NA,NA
"Myth Makers: Trixie in Toyland","Wii",13636,"2008","Platform","Popcorn Arcade",0.04,0,0,0,0.04,NA,NA,NA
"Mytran Wars","PSP",9835,"2009","Strategy","Deep Silver",0.08,0.02,0,0.02,0.12,68,"8.8","Oct 26, 2009"
"N+","DS",12120,"2007","Platform","Atari",0.06,0,0,0,0.07,82,"7.5","Aug 26, 2008"
"N+","PSP",14500,"2007","Platform","Atari",0.03,0,0,0,0.03,79,"7.8","Aug 26, 2008"
"N2O: Nitrous Oxide","PS",8524,"1998","Racing","Gremlin Interactive Ltd",0.09,0.06,0,0.01,0.16,NA,NA,NA
"N3 II: Ninety-Nine Nights","X360",8302,"2010","Action","Microsoft Game Studios",0.06,0.07,0.04,0.01,0.17,NA,NA,NA
"N3: Ninety-Nine Nights","X360",5899,"2006","Action","Microsoft Game Studios",0.2,0.03,0.05,0.02,0.3,NA,NA,NA
"Nacho Libre","DS",14436,"2006","Action","Majesco Entertainment",0.03,0,0,0,0.03,NA,NA,NA
"Nagano Winter Olympics '98","PS",9422,"1997","Sports","Konami Digital Entertainment",0.07,0.05,0,0.01,0.13,NA,NA,NA
"Nagano Winter Olympics 98","N64",5632,"1997","Sports","Konami Digital Entertainment",0.15,0.04,0.13,0,0.32,NA,NA,NA
"nail'd","PS3",9854,"2010","Racing","Deep Silver",0.08,0.02,0,0.02,0.12,66,"6.2","Nov 30, 2010"
"nail'd","X360",10627,"2010","Racing","Deep Silver",0.08,0.02,0,0.01,0.1,64,"7.1","Nov 30, 2010"
"Nakayoshi All-Stars: Mezase Gakuen Idol","DS",16339,"2008","Misc","Creative Core",0,0,0.01,0,0.01,NA,NA,NA
"Namco Classic Fighter Collection","PS2",8565,"2008","Fighting","Namco Bandai Games",0.08,0.06,0,0.02,0.16,NA,NA,NA
"Namco Museum","GBA",265,"2001","Misc","Namco Bandai Games",3,1.11,0.05,0.07,4.24,79,"7.3","Jun 10, 2001"
"Namco Museum","GC",3237,"2002","Misc","Namco Bandai Games",0.48,0.13,0,0.02,0.63,62,"tbd","Oct 9, 2002"
"Namco Museum","PS2",955,"2001","Misc","Namco Bandai Games",1.73,0.07,0,0.02,1.82,72,"6.7","Dec 4, 2001"
"Namco Museum","XB",2288,"N/A","Misc","Unknown",0.77,0.11,0,0.04,0.91,NA,NA,NA
"Namco Museum 50th Anniversary (JP sales)","PS2",15786,"2005","Misc","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,NA
"Namco Museum 64","N64",1329,"1999","Misc","Namco Bandai Games",1.24,0.17,0.03,0.01,1.45,NA,NA,NA
"Namco Museum Battle Collection","PSP",1881,"2005","Misc","Sony Computer Entertainment",0.75,0.18,0,0.16,1.09,73,"7.5","Aug 23, 2005"
"Namco Museum Battle Collection (JP sales)","PSP",15116,"2005","Misc","Sony Computer Entertainment",0,0,0.02,0,0.02,NA,NA,NA
"Namco Museum DS","DS",1441,"2007","Misc","Atari",1.18,0.01,0.06,0.09,1.35,67,"6","Sep 18, 2007"
"Namco Museum Megamix","Wii",7402,"2010","Misc","Namco Bandai Games",0.2,0,0,0.01,0.21,NA,NA,NA
"Namco Museum Remix","Wii",2779,"2007","Misc","Atari",0.68,0,0,0.05,0.74,NA,NA,NA
"Namco Museum Vol.1","PS",318,"1995","Misc","Sony Computer Entertainment",2.12,1.44,0.22,0.06,3.84,NA,NA,NA
"Namco Museum Vol.2","PS",6078,"1996","Misc","Sony Computer Entertainment",0.03,0.02,0.21,0.02,0.29,NA,NA,NA
"Namco Museum Vol.3","PS",294,"1996","Misc","Sony Computer Entertainment",2.28,1.55,0.16,0.06,4.05,NA,NA,NA
"Namco Museum Vol.4","PS",7657,"1996","Misc","Sony Computer Entertainment",0.02,0.01,0.16,0.01,0.2,NA,NA,NA
"Namco Museum Vol.5","PS",8719,"1996","Misc","Sony Computer Entertainment",0.02,0.01,0.12,0.01,0.15,NA,NA,NA
"Namco Museum: 50th Anniversary","GBA",7636,"2005","Misc","Namco Bandai Games",0.14,0.05,0,0,0.2,NA,NA,NA
"Namco Museum: 50th Anniversary","GC",7324,"2005","Misc","Namco Bandai Games",0.17,0.04,0,0.01,0.21,NA,NA,NA
"Namco Museum: 50th Anniversary","PS2",303,"2005","Misc","Namco Bandai Games",2.08,1.35,0,0.54,3.98,NA,NA,NA
"Namco Museum: 50th Anniversary","XB",8200,"2005","Misc","Namco Bandai Games",0.13,0.04,0,0.01,0.18,NA,NA,NA
"Namco Museum: Virtual Arcade","X360",5722,"2008","Misc","Atari",0.27,0.01,0.01,0.02,0.31,63,"7.3","Nov 4, 2008"
"Namco Soccer Prime Goal","PS",9538,"1995","Sports","Sony Computer Entertainment",0,0,0.12,0.01,0.13,NA,NA,NA
"Namco Tennis Smash Court","PS",6805,"1995","Sports","Sony Computer Entertainment",0,0,0.23,0.02,0.24,NA,NA,NA
"NANA: Live Staff Daiboshuu! Shoshinsha Kangei","DS",15057,"2007","Action","Konami Digital Entertainment",0,0,0.02,0,0.02,NA,NA,NA
"Nanashi no Game","DS",11614,"2008","Adventure","Square Enix",0,0,0.08,0,0.08,NA,NA,NA
"Nanashi no Game Me","DS",14578,"2009","Action","Square Enix",0,0,0.03,0,0.03,NA,NA,NA
"Nanatsuiro * Drops Pure!!","PS2",15070,"2007","Adventure","Media Works",0,0,0.02,0,0.02,NA,NA,NA
"Nancy Drew: Alibi In Ashes","PC",14285,"2011","Adventure","Her Interactive",0.03,0,0,0,0.03,NA,NA,NA
"Nancy Drew: The Hidden Staircase","DS",8186,"2008","Adventure","THQ",0.16,0,0,0.01,0.18,NA,NA,NA
"Nancy Drew: The Model Mysteries","DS",10703,"2010","Puzzle","THQ",0.09,0,0,0.01,0.1,NA,NA,NA
"Nancy Drew: The Mystery of the Clue Bender Society","DS",6481,"2008","Adventure","Codemasters",0.24,0,0,0.02,0.26,NA,NA,NA
"Nancy Drew: The White Wolf of Icicle Creek","Wii",8909,"2008","Adventure","Sega",0.14,0,0,0.01,0.15,NA,NA,NA
"Nanda's Island","DS",13446,"2009","Puzzle","Phenomedia",0.04,0,0,0,0.05,NA,NA,NA
"Nano Assault","3DS",11340,"2011","Shooter","Majesco Entertainment",0.08,0,0,0.01,0.08,75,"7.7","Dec 5, 2011"
"Nano Diver","PSP",15734,"2011","Action","Takara Tomy",0,0,0.02,0,0.02,NA,NA,NA
"NanoBreaker","PS2",12275,"2005","Action","Konami Digital Entertainment",0.03,0.02,0,0.01,0.06,51,"6.9","Feb 15, 2005"
"Nanostray","DS",12662,"2005","Shooter","Majesco Entertainment",0.05,0,0,0,0.06,71,"7.7","Jul 19, 2005"
"Nanostray 2","DS",13021,"2008","Shooter","Codemasters",0.03,0.01,0,0,0.05,75,"7.8","Mar 11, 2008"
"Nanotek Warrior","PS",14807,"1997","Shooter","Virgin Interactive",0.01,0.01,0,0,0.03,NA,NA,NA
"Napoleon Dynamite: The Game","DS",14902,"2007","Puzzle","Crave Entertainment",0.02,0,0,0,0.03,45,"7.3","Oct 23, 2007"
"Napoleon Dynamite: The Game","PSP",14009,"2007","Puzzle","Crave Entertainment",0.03,0,0,0,0.04,37,"4.6","Oct 23, 2007"
"Napoleon: Total War","PC",3075,"2010","Strategy","Sega",0.02,0.52,0,0.12,0.66,81,"7.9","Feb 23, 2010"
"Naraku no Shiro","PS2",16505,"2008","Adventure","Nippon Ichi Software",0,0,0.01,0,0.01,NA,NA,NA
"NARC","PS2",5180,"2005","Shooter","Midway Games",0.18,0.14,0,0.05,0.36,50,"7","Mar 22, 2005"
"NARC","XB",8025,"2005","Shooter","Midway Games",0.14,0.04,0,0.01,0.18,NA,NA,NA
"Narcissus: Moshimo Ashita ga Runara","PSP",15955,"2010","Adventure","Kadokawa Shoten",0,0,0.02,0,0.02,NA,NA,NA
"Naruto RPG 2: Chidori vs Rasengan","DS",9125,"2005","Role-Playing","Tomy Corporation",0,0,0.14,0,0.14,NA,NA,NA
"Naruto RPG 3: Rejiuu vs Konoha Shoutai","DS",11055,"2006","Role-Playing","Takara Tomy",0,0,0.09,0,0.09,NA,NA,NA
"Naruto Shippuden 3D: The New Era","3DS",10362,"2011","Action","505 Games",0,0.04,0.06,0.01,0.11,NA,NA,NA
"Naruto Shippuden: Clash of Ninja Revolution 3","Wii",3832,"2009","Fighting","Nintendo",0.45,0.04,0,0.04,0.52,NA,NA,NA
"Naruto Shippuden: Dairansen! Kage Bunshin Emaki","DS",13566,"2008","Action","Takara Tomy",0,0,0.04,0,0.04,NA,NA,NA
"Naruto Shippuden: Dragon Blade Chronicles","Wii",8026,"2009","Action","505 Games",0.11,0.02,0.05,0.01,0.18,NA,NA,NA
"Naruto Shippuden: Gekito Ninja Taisen! EX","Wii",10705,"2007","Fighting","Takara Tomy",0,0,0.1,0,0.1,NA,NA,NA
"Naruto Shippuden: Gekito Ninja Taisen! EX 2","Wii",11126,"2007","Fighting","Takara Tomy",0,0,0.09,0,0.09,NA,NA,NA
"Naruto Shippuden: Gekito Ninja Taisen! EX 3","Wii",11746,"2008","Fighting","Takara Tomy",0,0,0.07,0,0.07,NA,NA,NA
"Naruto Shippuden: Gekito Ninja Taisen! Special","Wii",12438,"2010","Fighting","Takara Tomy",0,0,0.06,0,0.06,NA,NA,NA
"Naruto Shippuden: Kizuna Drive","PSP",9458,"2010","Action","Namco Bandai Games",0.04,0.02,0.05,0.02,0.13,57,"4.6","Mar 22, 2011"
"Naruto Shippuden: Legends: Akatsuki Rising","PSP",8773,"2009","Fighting","Namco Bandai Games",0.14,0,0,0.01,0.15,60,"5.8","Oct 6, 2009"
"Naruto Shippuden: Naruto vs. Sasuke","DS",10185,"2008","Action","Takara Tomy",0.08,0,0.03,0.01,0.11,64,"tbd","Nov 12, 2010"
"Naruto Shippuden: Ninja Council 4","DS",7072,"2007","Action","Nintendo",0.09,0,0.13,0.01,0.23,49,"tbd","Jun 2, 2009"
"Naruto Shippuden: Ninja Destiny 2","DS",5090,"2008","Fighting","Takara Tomy",0.19,0.03,0.13,0.02,0.37,55,"5.3","Sep 15, 2009"
"Naruto Shippuden: Ninja Destiny 3","DS",9098,"2006","Fighting","D3Publisher",0,0.01,0.13,0,0.14,NA,NA,NA
"Naruto Shippuden: Shinobi Rumble","DS",11344,"2010","Fighting","Takara Tomy",0.03,0,0.05,0,0.08,56,"tbd","Feb 8, 2011"
"Naruto Shippuden: Ultimate Ninja 4","PS2",3059,"2007","Fighting","Atari",0.26,0.01,0.13,0.26,0.66,NA,NA,NA
"Naruto Shippuden: Ultimate Ninja 5","PS2",8384,"2007","Fighting","Namco Bandai Games",0,0,0.17,0,0.17,NA,NA,NA
"Naruto Shippuden: Ultimate Ninja Heroes 3","PSP",5001,"2009","Fighting","Namco Bandai Games",0.13,0.04,0.19,0.03,0.38,61,"6.5","May 11, 2010"
"Naruto Shippuden: Ultimate Ninja Impact","PSP",5346,"2011","Fighting","Namco Bandai Games",0.09,0.07,0.15,0.04,0.35,59,"7.3","Oct 18, 2011"
"Naruto Shippuden: Ultimate Ninja Storm 2","PS3",1635,"2010","Fighting","Namco Bandai Games",0.42,0.47,0.15,0.18,1.22,76,"8.2","Oct 19, 2010"
"Naruto Shippuden: Ultimate Ninja Storm 2","X360",2627,"2010","Fighting","Namco Bandai Games",0.43,0.27,0.01,0.07,0.79,74,"8.5","Oct 19, 2010"
"Naruto Shippuden: Ultimate Ninja Storm 3","PS3",2172,"2013","Fighting","Namco Bandai Games",0.32,0.33,0.15,0.15,0.96,77,"7.9","Mar 5, 2013"
"Naruto Shippuden: Ultimate Ninja Storm 3","X360",3881,"2013","Fighting","Namco Bandai Games",0.29,0.17,0.01,0.04,0.51,70,"7.6","Mar 5, 2013"
"Naruto Shippuden: Ultimate Ninja Storm 4","PS4",1960,"2016","Fighting","Namco Bandai Games",0.39,0.41,0.1,0.16,1.06,79,"8.1","Feb 9, 2016"
"Naruto Shippuden: Ultimate Ninja Storm 4","XOne",6159,"2016","Fighting","Namco Bandai Games",0.19,0.06,0,0.03,0.28,NA,NA,NA
"Naruto Shippuden: Ultimate Ninja Storm Collection","PS3",14958,"2016","Action","Namco Bandai Games",0,0.02,0,0,0.02,NA,NA,NA
"Naruto Shippuden: Ultimate Ninja Storm Generations","PS3",2786,"2012","Fighting","Namco Bandai Games",0.27,0.25,0.14,0.08,0.74,74,"7.1","Mar 13, 2012"
"Naruto Shippuden: Ultimate Ninja Storm Generations","X360",4377,"2012","Fighting","Namco Bandai Games",0.26,0.14,0.01,0.04,0.45,74,"7.2","Mar 13, 2012"
"Naruto Shippuden: Ultimate Ninja Storm Revolution","PS3",4165,"2014","Fighting","Namco Bandai Games",0.15,0.16,0.09,0.08,0.47,73,"7.3","Sep 16, 2014"
"Naruto Shippuden: Ultimate Ninja Storm Revolution","X360",7042,"2014","Fighting","Namco Bandai Games",0.13,0.08,0,0.02,0.23,62,"7.2","Sep 16, 2014"
"Naruto Shippuuden: Shinobi Retsuden III","DS",13585,"2009","Action","Takara Tomy",0,0,0.04,0,0.04,NA,NA,NA
"Naruto Ultimate Collection","PS2",10082,"2008","Misc","Namco Bandai Games",0.06,0.04,0,0.01,0.11,NA,NA,NA
"Naruto: Clash of Ninja","GC",2986,"2003","Fighting","Tomy Corporation",0.53,0.14,0,0.02,0.68,72,"8.1","Mar 7, 2006"
"Naruto: Clash of Ninja (JP sales)","GC",7383,"2003","Fighting","Tomy Corporation",0,0,0.21,0.01,0.21,NA,NA,NA
"Naruto: Clash of Ninja 2","GC",1999,"2003","Fighting","Nintendo",0.44,0.12,0.45,0.03,1.04,74,"8.7","Sep 26, 2006"
"Naruto: Clash of Ninja Revolution","Wii",2029,"2007","Fighting","Tomy Corporation",0.45,0.46,0,0.11,1.02,NA,NA,NA
"Naruto: Clash of Ninja Revolution 2","Wii",4899,"2008","Fighting","Tomy Corporation",0.34,0.02,0,0.03,0.39,NA,NA,NA
"Naruto: Gekito Ninja Taisen! 3","GC",4467,"2004","Fighting","Tomy Corporation",0,0,0.43,0.01,0.44,NA,NA,NA
"Naruto: Gekito Ninja Taisen! 4","GC",5542,"2005","Fighting","Tomy Corporation",0,0,0.32,0.01,0.33,NA,NA,NA
"Naruto: Ninja Council","GBA",7275,"2003","Action","Tomy Corporation",0.16,0.06,0,0,0.22,60,"7","Mar 7, 2006"
"Naruto: Ninja Council 2 European Version","DS",7088,"2005","Fighting","Tomy Corporation",0,0,0.23,0,0.23,NA,NA,NA
"Naruto: Ninja Council 3","DS",4568,"2006","Action","D3Publisher",0.39,0,0,0.03,0.42,56,"6.5","May 22, 2007"
"Naruto: Ninja Destiny","DS",7838,"2006","Fighting","Namco Bandai Games",0.02,0.01,0.16,0,0.19,61,"4.4","Feb 26, 2008"
"Naruto: Ninja Destiny (US sales)","DS",5762,"2006","Fighting","Namco Bandai Games",0.31,0,0,0,0.31,NA,NA,NA
"Naruto: Path of the Ninja","DS",4873,"2007","Role-Playing","D3Publisher",0.37,0,0,0.03,0.4,57,"7.2","Oct 23, 2007"
"Naruto: Path of the Ninja 2","DS",6958,"2006","Role-Playing","Takara Tomy",0.22,0,0,0.02,0.23,62,"7.5","Oct 15, 2008"
"Naruto: Powerful Shippuden","3DS",8803,"2012","Platform","Namco Bandai Games",0.08,0.02,0.04,0.01,0.15,NA,NA,NA
"Naruto: Rise of a Ninja","X360",5472,"2007","Action","Ubisoft",0.29,0.02,0,0.03,0.33,78,"8.5","Oct 30, 2007"
"Naruto: The Broken Bond","X360",3406,"2008","Action","Ubisoft",0.24,0.28,0,0.07,0.59,80,"7.8","Nov 18, 2008"
"Naruto: Ultimate Ninja","PS2",3332,"2003","Fighting","Atari",0.5,0.02,0,0.08,0.61,75,"7.7","Jun 26, 2006"
"Naruto: Ultimate Ninja (JP sales)","PS2",5619,"2003","Fighting","Atari",0,0,0.32,0,0.32,NA,NA,NA
"Naruto: Ultimate Ninja 2","PS2",3530,"2004","Fighting","Namco Bandai Games",0.47,0.02,0,0.08,0.57,73,"7.8","Jun 12, 2007"
"Naruto: Ultimate Ninja 3","PS2",4481,"2005","Fighting","Atari",0.36,0.01,0,0.06,0.44,75,"8.6","Mar 25, 2008"
"Naruto: Ultimate Ninja 3 (JP sales)","PS2",5227,"2005","Fighting","Atari",0,0,0.36,0,0.36,NA,NA,NA
"Naruto: Ultimate Ninja Heroes","PSP",6490,"2006","Fighting","Namco Bandai Games",0.26,0,0,0,0.26,70,"6.6","Aug 28, 2007"
"Naruto: Ultimate Ninja Heroes (JP sales)","PSP",12299,"2006","Fighting","Namco Bandai Games",0,0,0.06,0,0.06,NA,NA,NA
"Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress","PSP",8626,"2006","Fighting","Atari",0.14,0,0,0.01,0.16,NA,NA,NA
"Naruto: Ultimate Ninja Storm","PS3",1917,"2008","Fighting","Namco Bandai Games",0.49,0.35,0.09,0.16,1.08,75,"8.3","Nov 4, 2008"
"Naruto: Uzumaki Chronicles 2","PS2",3494,"2006","Action","Namco Bandai Games",0.28,0.22,0,0.07,0.58,52,"6.7","Sep 4, 2007"
"Naruto: Uzumaki Chronicles 2 (JP sales)","PS2",13320,"2006","Action","Namco Bandai Games",0,0,0.05,0,0.05,NA,NA,NA
"NASCAR","PSP",10817,"2006","Racing","Electronic Arts",0.09,0,0,0.01,0.1,66,"5.3","Sep 6, 2006"
"NASCAR '14","PS3",10669,"2014","Racing","Deep Silver",0.09,0,0,0.01,0.1,67,"5","Feb 18, 2014"
"NASCAR '14","X360",8537,"2014","Racing","Deep Silver",0.15,0,0,0.01,0.16,NA,NA,NA
"NASCAR '15","X360",8433,"2015","Sports","Deep Silver",0.15,0,0,0.02,0.17,NA,NA,NA
"NASCAR 06: Total Team Control","PS2",3197,"2005","Racing","Electronic Arts",0.53,0.02,0,0.09,0.63,78,"7.7","Aug 30, 2005"
"NASCAR 06: Total Team Control","XB",6337,"2005","Racing","Electronic Arts",0.2,0.06,0,0.01,0.27,NA,NA,NA
"NASCAR 07","PS2",10012,"2006","Racing","Electronic Arts",0.06,0.04,0,0.01,0.11,68,"8.9","Sep 6, 2006"
"NASCAR 07","XB",13603,"2006","Racing","Electronic Arts",0.03,0.01,0,0,0.04,NA,NA,NA
"NASCAR 08","PS2",6953,"2007","Racing","Electronic Arts",0.12,0.09,0,0.03,0.24,56,"8.3","Jul 23, 2007"
"NASCAR 08","PS3",7046,"2007","Racing","Electronic Arts",0.15,0.05,0,0.03,0.23,57,"4.9","Jul 23, 2007"
"NASCAR 08","X360",6088,"2007","Racing","Electronic Arts",0.26,0,0,0.02,0.29,59,"5.2","Jul 23, 2007"
"NASCAR 09","PS2",3777,"2008","Racing","Electronic Arts",0.26,0.2,0,0.07,0.53,NA,NA,NA
"NASCAR 09","PS3",6586,"2008","Racing","Electronic Arts",0.22,0.01,0,0.02,0.26,65,"7.5","Jun 10, 2008"
"NASCAR 09","X360",6623,"2008","Racing","Electronic Arts",0.23,0,0,0.02,0.25,69,"7.8","Jun 10, 2008"
"NASCAR 2000","N64",3820,"1999","Racing","Electronic Arts",0.49,0.03,0,0,0.53,NA,NA,NA
"NASCAR 2000","PS",1169,"1999","Racing","Electronic Arts",0.88,0.6,0,0.1,1.59,NA,NA,NA
"NASCAR 2001","PS",2540,"2000","Racing","Electronic Arts",0.45,0.31,0,0.05,0.81,73,"6.1","Sep 19, 2000"
"NASCAR 2001","PS2",2929,"2000","Racing","Electronic Arts",0.34,0.27,0,0.09,0.7,66,"6.5","Nov 6, 2000"
"NASCAR 2005: Chase for the Cup","GC",9701,"2004","Racing","Electronic Arts",0.1,0.02,0,0,0.12,NA,NA,NA
"NASCAR 2005: Chase for the Cup","PS2",1380,"2004","Racing","Electronic Arts",0.69,0.54,0,0.18,1.41,87,"8.1","Aug 31, 2004"
"NASCAR 2005: Chase for the Cup","XB",4323,"2004","Racing","Electronic Arts",0.34,0.1,0,0.02,0.45,NA,NA,NA
"NASCAR 2011: The Game","PS3",6369,"2011","Racing","Activision",0.25,0,0,0.02,0.27,62,"4.4","Mar 29, 2011"
"NASCAR 2011: The Game","Wii",6947,"2011","Racing","Activision",0.22,0,0,0.01,0.24,NA,NA,NA
"NASCAR 2011: The Game","X360",5851,"2011","Racing","Activision",0.29,0,0,0.02,0.3,62,"4.1","Mar 29, 2011"
"NASCAR 98","PS",1234,"1996","Racing","Electronic Arts",1.43,0.05,0,0.04,1.52,NA,NA,NA
"NASCAR 99","N64",2114,"1998","Racing","Electronic Arts",0.94,0.04,0,0.01,0.98,NA,NA,NA
"NASCAR 99","PS",1237,"1998","Racing","Electronic Arts",1.45,0.04,0,0.04,1.52,NA,NA,NA
"NASCAR Heat","PS",4894,"2000","Racing","Hasbro Interactive",0.22,0.15,0,0.03,0.39,NA,NA,NA
"NASCAR Heat 2002","GBA",8564,"2002","Racing","Infogrames",0.12,0.04,0,0,0.16,NA,NA,NA
"NASCAR Heat 2002","PS2",3365,"2001","Racing","Infogrames",0.29,0.23,0,0.08,0.6,81,"tbd","Jun 18, 2001"
"NASCAR Heat 2002","XB",7516,"2001","Racing","Infogrames",0.15,0.04,0,0.01,0.2,NA,NA,NA
"NASCAR Heat Evolution","PS4",14236,"2016","Racing","Dusenberry Martin Racing",0.03,0,0,0.01,0.03,66,"4.4","Sep 13, 2016"
"NASCAR Heat Evolution","XOne",15055,"2016","Racing","Dusenberry Martin Racing",0.02,0,0,0,0.02,NA,NA,NA
"NASCAR Kart Racing","Wii",4553,"2009","Racing","Electronic Arts",0.39,0,0,0.03,0.43,NA,NA,NA
"NASCAR Racing","PS",4718,"1996","Racing","Pioneer LDC",0.23,0.16,0,0.03,0.41,NA,NA,NA
"NASCAR Rumble","PS",3588,"2000","Racing","Electronic Arts",0.31,0.21,0,0.04,0.56,NA,NA,NA
"NASCAR The Game: Inside Line","PS3",11447,"2012","Racing","Activision",0.07,0,0,0.01,0.08,NA,NA,NA
"NASCAR The Game: Inside Line","X360",10599,"2012","Racing","Activision",0.09,0,0,0.01,0.1,72,"3.4","Nov 6, 2012"
"NASCAR Thunder 2002","PS",4601,"2001","Racing","Electronic Arts",0.23,0.16,0,0.03,0.42,69,"6.9","Oct 2, 2001"
"NASCAR Thunder 2002","PS2",1751,"2001","Racing","Electronic Arts",0.57,0.44,0,0.15,1.16,85,"8.5","Oct 15, 2001"
"NASCAR Thunder 2002","XB",5480,"2001","Racing","Electronic Arts",0.25,0.07,0,0.01,0.33,NA,NA,NA
"NASCAR Thunder 2003","GC",5789,"2002","Racing","Electronic Arts",0.24,0.06,0,0.01,0.31,85,"6.6","Sep 19, 2002"
"NASCAR Thunder 2003","PS2",1651,"N/A","Racing","Unknown",0.6,0.46,0,0.16,1.22,84,"8.7","Sep 29, 2002"
"NASCAR Thunder 2003","XB",6376,"2002","Racing","Electronic Arts",0.2,0.06,0,0.01,0.27,NA,NA,NA
"NASCAR Thunder 2004","PS2",1895,"2003","Racing","Electronic Arts",0.53,0.41,0,0.14,1.08,88,"8.5","Sep 16, 2003"
"NASCAR Thunder 2004","XB",6972,"2003","Racing","Electronic Arts",0.18,0.05,0,0.01,0.23,NA,NA,NA
"NASCAR Unleashed","3DS",7915,"2011","Racing","Activision",0.18,0,0,0.01,0.19,NA,NA,NA
"NASCAR Unleashed","PS3",10770,"2011","Racing","Activision",0.09,0,0,0.01,0.1,NA,NA,NA
"NASCAR Unleashed","Wii",7696,"2011","Racing","Activision",0.18,0,0,0.01,0.2,NA,NA,NA
"NASCAR Unleashed","X360",9832,"2011","Racing","Activision",0.11,0,0,0.01,0.12,NA,NA,NA
"NASCAR: Dirt to Daytona","GC",10998,"2002","Racing","Infogrames",0.07,0.02,0,0,0.09,85,"7.6","Nov 27, 2002"
"NASCAR: Dirt to Daytona","PS2",3470,"N/A","Racing","Unknown",0.28,0.22,0,0.07,0.58,84,"8.7","Nov 11, 2002"
"Natalie Brooks: Mystery at Hillcrest High","DS",15054,"2012","Action","Licensed 4U",0,0.02,0,0,0.02,NA,NA,NA
"NatGeo Challenge! Wild Life","PS3",10681,"2010","Misc","Black Bean Games",0.05,0.03,0,0.01,0.1,NA,NA,NA
"NatGeo Challenge! Wild Life","Wii",13637,"2010","Misc","Black Bean Games",0.04,0,0,0,0.04,NA,NA,NA
"NatGeo Challenge! Wild Life","X360",14583,"2010","Misc","Black Bean Games",0,0.02,0,0,0.03,NA,NA,NA
"National Geographic Challenge!","PS3",13326,"2011","Misc","Black Bean Games",0.01,0.03,0,0.01,0.05,NA,NA,NA
"National Geographic Challenge!","Wii",10300,"2011","Misc","Black Bean Games",0.08,0.02,0,0.01,0.11,NA,NA,NA
"National Geographic Challenge!","X360",12214,"N/A","Misc","Unknown",0.06,0,0,0,0.07,NA,NA,NA
"National Geographic Panda (JP sales)","DS",16517,"2008","Simulation","Ubisoft",0,0,0.01,0,0.01,NA,NA,NA
"National Geographic Panda (US sales)","DS",13457,"2008","Simulation","Ubisoft",0.04,0,0,0,0.04,NA,NA,NA
"Natsuiro High School: Seishun Hakusho","PS3",15534,"2015","Action","D3Publisher",0,0,0.02,0,0.02,NA,NA,NA
"Natsuiro High School: Seishun Hakusho","PS4",15477,"2015","Action","D3Publisher",0,0,0.02,0,0.02,NA,NA,NA
"Natsuiro no Sunadokei","PS2",15202,"2002","Adventure","Princess Soft",0,0,0.02,0,0.02,NA,NA,NA
"Natsuzora no Monologue","PSP",16352,"2013","Adventure","Otomate",0,0,0.01,0,0.01,NA,NA,NA
"Natural Doctrine","PS3",13002,"2014","Role-Playing","Nippon Ichi Software",0.03,0.01,0.01,0.01,0.05,NA,NA,NA
"Natural Doctrine","PS4",10810,"2014","Role-Playing","Nippon Ichi Software",0.05,0.02,0.02,0.01,0.1,53,"6","Sep 30, 2014"
"Natural Doctrine","PSV",11266,"2014","Role-Playing","Nippon Ichi Software",0.03,0.02,0.03,0.01,0.08,NA,NA,NA
"Naughty Bear","PS3",4457,"2010","Action","505 Games",0.18,0.18,0,0.07,0.44,43,"5.7","Jun 25, 2010"
"Naughty Bear","X360",4760,"2010","Action","505 Games",0.21,0.16,0,0.04,0.41,43,"5.5","Jun 25, 2010"
"Naval Assault: The Killing Tide","X360",8408,"2010","Simulation","505 Games",0.08,0.07,0,0.02,0.17,40,"4.5","Jun 15, 2010"
"Naval Ops: Commander","PS2",12884,"2004","Simulation","Tecmo Koei",0.03,0.02,0,0.01,0.05,65,"tbd","Mar 9, 2004"
"Naval Ops: Warship Gunner","PS2",10202,"2003","Simulation","Tecmo Koei",0.05,0.04,0,0.01,0.11,67,"8.9","Jun 25, 2003"
"Naxat Soft Reachmania Vol. 1: CR Galaxy Angel","PS2",16264,"2008","Misc","Naxat Soft",0,0,0.01,0,0.01,NA,NA,NA
"Nayuta no Kiseki","PSP",9328,"2012","Action","Nihon Falcom Corporation",0,0,0.14,0,0.14,NA,NA,NA
"Nazo Waku Yakata: Oto no Ma ni Ma ni","3DS",13435,"2011","Misc","Capcom",0,0,0.05,0,0.05,NA,NA,NA
"Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!","3DS",12486,"2014","Action","Namco Bandai Games",0,0,0.06,0,0.06,NA,NA,NA
"NBA","PSP",7326,"2005","Sports","Sony Computer Entertainment",0.2,0,0,0.02,0.21,57,"6.9","Mar 16, 2005"
